id,exclusive,maximum_options_selected,name,option_set_type,order_position,required,menu_item_id
174,false,4,Music,TOPPING,174,false,174
175,true,1,Computers,SIZE,175,true,175
176,true,2,Garden,EXTRA,176,false,176
177,true,-1,Beauty,DESSERT,177,true,177
178,false,3,Computers,EXTRA,178,true,178
179,false,1,Clothing,TOPPING,179,false,179
180,false,2,Kids,EXTRA,180,false,180
181,true,4,Computers,EXTRA,181,true,181
182,false,2,Health,DESSERT,182,false,182
183,true,3,Garden,EXTRA,183,false,183
184,true,3,Kids,TOPPING,184,true,184
185,false,1,Baby,DESSERT,185,false,185
186,false,1,Automotive,BEVERAGE,186,true,186
187,true,-1,Toys,EXTRA,187,true,187
188,false,4,Games,TOPPING,188,true,188
189,true,1,Jewelry,TOPPING,189,false,189
190,false,4,Kids,SAUCE,190,true,190
191,true,-1,Toys,SAUCE,191,true,191
192,false,-1,Grocery,EXTRA,192,true,192
193,false,1,Grocery,EXTRA,193,true,193
194,false,1,Computers,TOPPING,194,false,194
195,true,2,Jewelry,SAUCE,195,true,195
196,true,1,Sports,TOPPING,196,true,196
197,true,1,Shoes,DESSERT,197,false,197
198,true,3,Baby,DESSERT,198,false,198
199,false,3,Clothing,DESSERT,199,true,199
200,false,2,Kids,EXTRA,200,true,200
201,true,-1,Beauty,DESSERT,201,false,201
202,true,3,Tools,EXTRA,202,true,202
203,false,4,Movies,SIZE,203,false,203
204,true,1,Toys,SAUCE,204,false,204
205,false,0,Jewelry,SIZE,205,false,205
206,false,0,Garden,SIZE,206,false,206
207,false,1,Shoes,BEVERAGE,207,false,207
208,false,1,Sports,DESSERT,208,true,208
209,false,0,Music,SAUCE,209,false,209
210,true,3,Computers,SIZE,210,true,210
211,false,0,Kids,BEVERAGE,211,false,211
212,true,2,Tools,SIZE,212,true,212
213,true,3,Industrial,SIZE,213,true,213
214,true,3,Electronics,SIZE,214,false,214
215,true,1,Music,SIZE,215,true,215
216,true,1,Outdoors,SAUCE,216,false,216
217,true,1,Tools,DESSERT,217,false,217
218,true,2,Grocery,TOPPING,218,false,218
219,false,-1,Outdoors,SAUCE,219,false,219
220,true,3,Garden,BEVERAGE,220,false,220
221,true,-1,Tools,EXTRA,221,true,221
222,false,2,Computers,BEVERAGE,222,false,222
223,true,-1,Electronics,SAUCE,223,true,223
224,false,4,Tools,BEVERAGE,224,false,224
225,false,2,Computers,TOPPING,225,true,225
226,false,3,Outdoors,SIZE,226,true,226
227,true,3,Books,SIZE,227,false,227
228,true,2,Home,BEVERAGE,228,true,228
229,true,0,Industrial,TOPPING,229,true,229
230,true,-1,Automotive,DESSERT,230,true,230
231,true,-1,Toys,SIZE,231,true,231
232,true,4,Tools,BEVERAGE,232,false,232
233,true,2,Shoes,SAUCE,233,true,233
234,true,-1,Baby,EXTRA,234,true,234
235,false,-1,Tools,SAUCE,235,false,235
236,false,2,Tools,BEVERAGE,236,true,236
237,false,2,Movies,DESSERT,237,false,237
238,false,2,Games,SAUCE,238,true,238
239,false,2,Shoes,EXTRA,239,true,239
240,false,3,Shoes,SAUCE,240,false,240
241,false,4,Movies,EXTRA,241,true,241
242,false,-1,Games,SAUCE,242,false,242
243,false,0,Outdoors,BEVERAGE,243,false,243
244,false,1,Home,BEVERAGE,244,true,244
245,true,2,Beauty,TOPPING,245,false,245
246,false,3,Automotive,BEVERAGE,246,true,246
247,false,4,Movies,SIZE,247,false,247
248,false,0,Jewelry,DESSERT,248,true,248
249,true,4,Baby,SIZE,249,false,249
250,true,4,Tools,SIZE,250,false,250
251,true,3,Clothing,SAUCE,251,true,251
252,true,0,Computers,EXTRA,252,false,252
253,false,0,Kids,DESSERT,253,true,253
254,true,1,Sports,DESSERT,254,true,254
255,false,4,Electronics,DESSERT,255,true,255
256,false,1,Games,SAUCE,256,true,256
257,true,4,Shoes,SIZE,257,true,257
258,false,4,Movies,DESSERT,258,false,258
259,true,-1,Automotive,DESSERT,259,false,259
260,true,-1,Baby,EXTRA,260,false,260
261,true,3,Movies,TOPPING,261,false,261
262,false,2,Clothing,BEVERAGE,262,false,262
263,true,0,Clothing,SIZE,263,false,263
264,true,2,Games,DESSERT,264,false,264
265,true,4,Sports,DESSERT,265,false,265
266,true,3,Beauty,EXTRA,266,true,266
267,false,3,Health,SIZE,267,true,267
268,true,-1,Industrial,SIZE,268,true,268
269,true,3,Home,TOPPING,269,true,269
270,true,0,Books,DESSERT,270,false,270
271,true,4,Outdoors,SAUCE,271,true,271
272,false,4,Health,TOPPING,272,false,272
273,true,2,Music,BEVERAGE,273,true,273
274,false,4,Grocery,BEVERAGE,274,false,274
275,false,2,Shoes,BEVERAGE,275,false,275
276,true,0,Industrial,TOPPING,276,true,276
277,true,-1,Health,BEVERAGE,277,false,277
278,true,-1,Shoes,SAUCE,278,true,278
279,false,2,Home,BEVERAGE,279,true,279
280,true,0,Tools,TOPPING,280,false,280
281,false,3,Baby,SIZE,281,true,281
282,true,4,Games,EXTRA,282,true,282
283,true,0,Electronics,DESSERT,283,false,283
284,false,2,Industrial,TOPPING,284,false,284
285,true,1,Music,EXTRA,285,false,285
286,false,0,Sports,BEVERAGE,286,false,286
287,false,0,Tools,DESSERT,287,false,287
288,false,3,Clothing,TOPPING,288,true,288
289,false,2,Home,TOPPING,289,false,289
290,true,4,Health,DESSERT,290,true,290
291,false,2,Health,DESSERT,291,true,291
292,true,3,Garden,SAUCE,292,false,292
293,true,-1,Jewelry,EXTRA,293,true,293
294,false,3,Clothing,SAUCE,294,true,294
295,false,-1,Automotive,SAUCE,295,true,295
296,true,0,Industrial,SAUCE,296,true,296
297,true,-1,Health,DESSERT,297,true,297
298,true,0,Kids,SIZE,298,false,298
299,false,0,Clothing,BEVERAGE,299,false,299
300,false,1,Beauty,BEVERAGE,300,false,300
301,true,2,Toys,TOPPING,301,false,301
302,true,0,Kids,BEVERAGE,302,false,302
303,false,1,Sports,SIZE,303,false,303
304,false,3,Toys,SIZE,304,true,304
305,false,1,Jewelry,SIZE,305,true,305
306,true,4,Music,TOPPING,306,false,306
307,false,4,Home,EXTRA,307,true,307
308,false,4,Outdoors,EXTRA,308,true,308
309,true,-1,Clothing,SAUCE,309,false,309
310,false,4,Home,EXTRA,310,false,310
311,false,1,Movies,DESSERT,311,true,311
312,false,3,Beauty,SIZE,312,false,312
313,true,-1,Outdoors,TOPPING,313,true,313
314,true,1,Electronics,SIZE,314,false,314
315,false,1,Shoes,SIZE,315,true,315
316,true,0,Beauty,SIZE,316,false,316
317,true,-1,Computers,SAUCE,317,true,317
318,false,0,Beauty,TOPPING,318,true,318
319,false,2,Toys,DESSERT,319,true,319
320,false,4,Computers,BEVERAGE,320,true,320
321,true,1,Grocery,DESSERT,321,false,321
322,true,-1,Automotive,DESSERT,322,false,322
323,true,3,Toys,TOPPING,323,true,323
324,true,2,Shoes,DESSERT,324,true,324
325,true,-1,Toys,DESSERT,325,true,325
326,true,2,Electronics,BEVERAGE,326,true,326
327,true,0,Garden,BEVERAGE,327,true,327
328,true,3,Books,TOPPING,328,false,328
329,false,2,Kids,DESSERT,329,true,329
330,true,4,Sports,SAUCE,330,true,330
331,false,-1,Tools,DESSERT,331,false,331
332,true,-1,Industrial,TOPPING,332,true,332
333,true,3,Home,SAUCE,333,false,333
334,false,3,Games,TOPPING,334,false,334
335,false,2,Tools,DESSERT,335,false,335
336,false,0,Beauty,DESSERT,336,true,336
337,false,0,Electronics,BEVERAGE,337,true,337
338,true,0,Home,SAUCE,338,false,338
339,false,1,Games,EXTRA,339,false,339
340,false,0,Home,SAUCE,340,false,340
341,false,-1,Toys,TOPPING,341,true,341
342,false,4,Games,BEVERAGE,342,true,342
343,true,0,Tools,BEVERAGE,343,true,343
344,true,-1,Kids,BEVERAGE,344,true,344
345,true,4,Tools,EXTRA,345,false,345
346,true,2,Computers,DESSERT,346,true,346
347,false,2,Shoes,SIZE,347,true,347
348,false,-1,Health,TOPPING,348,false,348
349,true,2,Automotive,BEVERAGE,349,false,349
350,false,0,Books,SIZE,350,false,350
351,false,0,Grocery,TOPPING,351,false,351
352,true,1,Tools,DESSERT,352,false,352
353,false,3,Jewelry,TOPPING,353,true,353
354,false,1,Kids,EXTRA,354,false,354
355,true,1,Garden,SAUCE,355,false,355
356,false,3,Sports,BEVERAGE,356,false,356
357,true,1,Health,SIZE,357,false,357
358,false,3,Baby,SAUCE,358,false,358
359,false,4,Books,TOPPING,359,false,359
360,false,1,Outdoors,BEVERAGE,360,true,360
361,true,1,Electronics,TOPPING,361,false,361
362,false,1,Health,BEVERAGE,362,true,362
363,true,2,Baby,SAUCE,363,true,363
364,true,0,Sports,DESSERT,364,false,364
365,false,4,Music,DESSERT,365,true,365
366,true,4,Garden,SAUCE,366,false,366
367,false,-1,Baby,SIZE,367,false,367
368,false,0,Health,SIZE,368,true,368
369,true,3,Health,DESSERT,369,true,369
370,false,-1,Baby,TOPPING,370,false,370
371,false,0,Music,SAUCE,371,false,371
372,true,2,Home,DESSERT,372,true,372
373,false,1,Outdoors,TOPPING,373,false,373
374,false,-1,Jewelry,SAUCE,374,true,374
375,false,-1,Garden,EXTRA,375,false,375
376,true,2,Baby,DESSERT,376,true,376
377,false,3,Industrial,SIZE,377,true,377
378,true,0,Music,DESSERT,378,true,378
379,true,3,Sports,SAUCE,379,true,379
380,true,4,Clothing,SIZE,380,false,380
381,true,4,Jewelry,SAUCE,381,false,381
382,true,1,Sports,EXTRA,382,false,382
383,true,4,Movies,BEVERAGE,383,true,383
384,false,0,Baby,SIZE,384,true,384
385,false,0,Computers,SAUCE,385,false,385
386,false,0,Baby,EXTRA,386,false,386
387,true,-1,Books,DESSERT,387,true,387
388,true,1,Grocery,TOPPING,388,false,388
389,true,-1,Jewelry,TOPPING,389,true,389
390,false,4,Movies,DESSERT,390,true,390
391,false,4,Computers,DESSERT,391,true,391
392,true,-1,Shoes,TOPPING,392,false,392
393,true,2,Home,SIZE,393,true,393
394,false,3,Kids,TOPPING,394,false,394
395,true,0,Shoes,SAUCE,395,false,395
396,true,0,Tools,SAUCE,396,true,396
397,false,1,Clothing,DESSERT,397,true,397
398,false,4,Garden,TOPPING,398,false,398
399,false,1,Baby,DESSERT,399,true,399
400,true,0,Home,SAUCE,400,true,400
401,true,1,Sports,DESSERT,401,true,401
402,true,0,Tools,BEVERAGE,402,true,402
403,true,3,Music,SIZE,403,false,403
404,false,1,Books,BEVERAGE,404,true,404
405,false,3,Tools,BEVERAGE,405,false,405
406,true,0,Games,BEVERAGE,406,false,406
407,false,4,Kids,BEVERAGE,407,true,407
408,false,2,Clothing,BEVERAGE,408,false,408
409,false,2,Beauty,EXTRA,409,true,409
410,false,2,Sports,TOPPING,410,true,410
411,false,4,Music,TOPPING,411,false,411
412,false,2,Baby,EXTRA,412,false,412
413,true,1,Toys,TOPPING,413,false,413
414,false,4,Shoes,DESSERT,414,true,414
415,true,-1,Toys,EXTRA,415,true,415
416,false,3,Automotive,TOPPING,416,false,416
417,false,-1,Health,BEVERAGE,417,true,417
418,true,-1,Electronics,EXTRA,418,true,418
419,true,4,Clothing,SIZE,419,true,419
420,true,0,Automotive,SIZE,420,true,420
421,false,1,Industrial,SIZE,421,false,421
422,true,-1,Shoes,TOPPING,422,true,422
423,true,1,Beauty,EXTRA,423,true,423
424,true,3,Sports,SIZE,424,false,424
425,true,1,Beauty,SIZE,425,false,425
426,true,0,Clothing,SAUCE,426,true,426
427,true,4,Health,SIZE,427,true,427
428,false,2,Sports,SAUCE,428,false,428
429,true,1,Toys,BEVERAGE,429,false,429
430,false,1,Toys,TOPPING,430,true,430
431,true,2,Home,SAUCE,431,true,431
432,true,1,Garden,BEVERAGE,432,false,432
433,false,0,Outdoors,DESSERT,433,true,433
434,false,-1,Movies,DESSERT,434,false,434
435,false,-1,Sports,BEVERAGE,435,true,435
436,true,0,Tools,EXTRA,436,false,436
437,true,0,Computers,BEVERAGE,437,true,437
438,true,0,Games,SIZE,438,false,438
439,false,2,Home,SAUCE,439,false,439
440,false,-1,Music,TOPPING,440,false,440
441,true,1,Tools,DESSERT,441,true,441
442,true,-1,Sports,EXTRA,442,false,442
443,false,2,Toys,EXTRA,443,false,443
444,false,-1,Outdoors,TOPPING,444,false,444
445,false,1,Computers,DESSERT,445,false,445
446,false,1,Baby,DESSERT,446,false,446
447,true,0,Outdoors,TOPPING,447,true,447
448,true,2,Automotive,SAUCE,448,false,448
449,true,3,Games,BEVERAGE,449,false,449
450,true,3,Toys,SIZE,450,true,450
451,true,3,Games,SAUCE,451,false,451
452,false,3,Games,TOPPING,452,true,452
453,true,0,Music,DESSERT,453,false,453
454,false,-1,Garden,EXTRA,454,false,454
455,false,3,Outdoors,BEVERAGE,455,true,455
456,true,2,Books,BEVERAGE,456,true,456
457,true,1,Music,SAUCE,457,false,457
458,true,4,Games,BEVERAGE,458,false,458
459,true,0,Grocery,DESSERT,459,false,459
460,false,4,Kids,TOPPING,460,false,460
461,false,3,Garden,TOPPING,461,false,461
462,false,4,Tools,TOPPING,462,true,462
463,false,4,Music,TOPPING,463,true,463
464,false,3,Computers,SIZE,464,false,464
465,false,1,Jewelry,SAUCE,465,false,465
466,true,-1,Baby,BEVERAGE,466,false,466
467,false,3,Outdoors,BEVERAGE,467,true,467
468,true,1,Outdoors,DESSERT,468,false,468
469,true,3,Shoes,SIZE,469,false,469
470,false,-1,Computers,DESSERT,470,true,470
471,false,0,Music,EXTRA,471,false,471
472,false,-1,Jewelry,SAUCE,472,false,472
473,false,2,Computers,EXTRA,473,false,473
474,false,2,Home,BEVERAGE,474,true,474
475,true,2,Computers,TOPPING,475,false,475
476,true,2,Books,BEVERAGE,476,true,476
477,true,0,Outdoors,DESSERT,477,false,477
478,false,1,Garden,DESSERT,478,true,478
479,false,-1,Computers,SIZE,479,true,479
480,false,2,Electronics,DESSERT,480,false,480
481,true,0,Clothing,BEVERAGE,481,false,481
482,true,0,Electronics,SIZE,482,true,482
483,true,3,Electronics,TOPPING,483,true,483
484,false,1,Shoes,TOPPING,484,true,484
485,true,1,Electronics,SIZE,485,true,485
486,false,3,Beauty,TOPPING,486,false,486
487,true,3,Jewelry,TOPPING,487,true,487
488,true,-1,Baby,SIZE,488,false,488
489,false,2,Kids,SIZE,489,true,489
490,true,2,Electronics,SIZE,490,true,490
491,true,-1,Health,SIZE,491,false,491
492,false,1,Toys,BEVERAGE,492,true,492
493,true,1,Automotive,SAUCE,493,false,493
494,false,-1,Baby,SIZE,494,false,494
495,false,1,Jewelry,EXTRA,495,false,495
496,false,-1,Health,SAUCE,496,false,496
497,false,4,Games,SAUCE,497,true,497
498,false,4,Movies,EXTRA,498,true,498
499,true,4,Outdoors,SIZE,499,false,499
500,false,4,Outdoors,DESSERT,500,true,500
501,true,1,Outdoors,DESSERT,501,true,501
502,false,4,Shoes,SAUCE,502,true,502
503,false,3,Kids,EXTRA,503,false,503
504,false,4,Outdoors,TOPPING,504,true,504
505,true,3,Garden,TOPPING,505,true,505
506,false,1,Movies,DESSERT,506,false,506
507,true,2,Garden,SAUCE,507,true,507
508,false,2,Health,BEVERAGE,508,false,508
509,true,2,Automotive,TOPPING,509,false,509
510,true,1,Toys,TOPPING,510,false,510
511,true,4,Beauty,SIZE,511,false,511
512,true,2,Music,TOPPING,512,true,512
513,false,3,Books,EXTRA,513,false,513
514,false,-1,Health,DESSERT,514,true,514
515,true,2,Music,EXTRA,515,false,515
516,false,-1,Movies,TOPPING,516,false,516
517,false,1,Home,TOPPING,517,false,517
518,false,-1,Outdoors,EXTRA,518,true,518
519,false,2,Electronics,TOPPING,519,true,519
520,true,1,Industrial,DESSERT,520,false,520
521,false,1,Jewelry,EXTRA,521,true,521
522,false,1,Health,SAUCE,522,true,522
523,false,1,Home,SAUCE,523,false,523
524,false,3,Toys,SAUCE,524,false,524
525,true,1,Sports,SIZE,525,true,525
526,true,1,Automotive,SIZE,526,false,526
527,true,0,Tools,SAUCE,527,true,527
528,true,0,Health,EXTRA,528,false,528
529,false,4,Health,DESSERT,529,false,529
530,false,4,Sports,SAUCE,530,false,530
531,true,2,Computers,BEVERAGE,531,false,531
532,false,-1,Electronics,BEVERAGE,532,false,532
533,false,2,Baby,EXTRA,533,false,533
534,false,0,Tools,EXTRA,534,true,534
535,true,0,Sports,BEVERAGE,535,false,535
536,false,2,Health,TOPPING,536,false,536
537,true,4,Health,SIZE,537,false,537
538,false,0,Shoes,SIZE,538,true,538
539,false,0,Beauty,SAUCE,539,true,539
540,false,2,Kids,DESSERT,540,true,540
541,false,-1,Health,BEVERAGE,541,false,541
542,false,3,Outdoors,SIZE,542,false,542
543,true,1,Games,SAUCE,543,true,543
544,false,-1,Grocery,TOPPING,544,false,544
545,true,4,Beauty,SIZE,545,false,545
546,true,4,Outdoors,BEVERAGE,546,true,546
547,true,0,Industrial,SIZE,547,true,547
548,false,4,Sports,SAUCE,548,true,548
549,true,1,Outdoors,DESSERT,549,true,549
550,true,0,Jewelry,EXTRA,550,true,550
551,true,-1,Sports,BEVERAGE,551,false,551
552,false,1,Health,TOPPING,552,true,552
553,true,3,Automotive,EXTRA,553,false,553
554,true,-1,Tools,SIZE,554,true,554
555,true,2,Baby,TOPPING,555,true,555
556,false,4,Outdoors,EXTRA,556,false,556
557,true,1,Baby,SAUCE,557,false,557
558,true,-1,Kids,BEVERAGE,558,true,558
559,true,4,Baby,TOPPING,559,true,559
560,true,-1,Grocery,DESSERT,560,true,560
561,false,-1,Electronics,DESSERT,561,false,561
562,false,1,Home,SIZE,562,true,562
563,false,0,Electronics,SIZE,563,false,563
564,false,3,Games,TOPPING,564,true,564
565,false,3,Toys,EXTRA,565,true,565
566,false,-1,Electronics,EXTRA,566,false,566
567,true,1,Music,SAUCE,567,false,567
568,false,-1,Sports,EXTRA,568,false,568
569,false,4,Games,BEVERAGE,569,true,569
570,true,0,Industrial,SIZE,570,false,570
571,true,-1,Home,BEVERAGE,571,true,571
572,true,-1,Games,SIZE,572,true,572
573,true,4,Home,EXTRA,573,true,573
574,true,0,Electronics,SIZE,574,true,574
575,true,3,Baby,DESSERT,575,false,575
576,true,3,Kids,SAUCE,576,false,576
577,true,-1,Home,SIZE,577,false,577
578,true,-1,Garden,BEVERAGE,578,true,578
579,false,2,Beauty,EXTRA,579,false,579
580,true,-1,Toys,TOPPING,580,true,580
581,true,-1,Home,SAUCE,581,true,581
582,false,2,Clothing,EXTRA,582,true,582
583,false,-1,Kids,SAUCE,583,false,583
584,true,4,Grocery,BEVERAGE,584,false,584
585,false,1,Movies,BEVERAGE,585,true,585
586,true,3,Jewelry,TOPPING,586,false,586
587,true,1,Industrial,TOPPING,587,true,587
588,false,0,Home,EXTRA,588,false,588
589,true,1,Garden,EXTRA,589,false,589
590,false,3,Automotive,SAUCE,590,false,590
591,false,2,Health,EXTRA,591,false,591
592,true,4,Outdoors,TOPPING,592,false,592
593,false,2,Beauty,DESSERT,593,true,593
594,true,2,Shoes,SIZE,594,true,594
595,true,-1,Computers,TOPPING,595,false,595
596,true,1,Home,TOPPING,596,false,596
597,true,3,Outdoors,BEVERAGE,597,true,597
598,false,3,Kids,SAUCE,598,false,598
599,true,4,Movies,DESSERT,599,true,599
600,true,1,Sports,TOPPING,600,false,600
601,false,3,Outdoors,DESSERT,601,true,601
602,false,-1,Industrial,DESSERT,602,false,602
603,false,3,Tools,BEVERAGE,603,false,603
604,false,3,Baby,SAUCE,604,false,604
605,true,0,Music,DESSERT,605,false,605
606,false,-1,Shoes,TOPPING,606,true,606
607,true,4,Toys,SIZE,607,true,607
608,false,2,Books,EXTRA,608,true,608
609,true,3,Automotive,SAUCE,609,true,609
610,true,2,Computers,SAUCE,610,true,610
611,false,-1,Shoes,SAUCE,611,true,611
612,true,2,Health,EXTRA,612,true,612
613,true,-1,Grocery,SAUCE,613,true,613
614,false,1,Industrial,EXTRA,614,false,614
615,true,-1,Health,DESSERT,615,false,615
616,true,0,Music,EXTRA,616,false,616
617,true,-1,Grocery,SIZE,617,false,617
